time,updated_x,updated_y,prev_qr_x,prev_qr_y,dest_qr_x,dest_qr_y,distance_from_prev_qr,curr_angle,desired_angle,angle_to_turn,flavor
1501808016677,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019278,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019281,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019283,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019286,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019289,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019292,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019295,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019298,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019304,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019311,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019313,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019316,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019318,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019321,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019324,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019326,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019329,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019332,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019336,0.0,0.0,0.0,0.0,0.0,60.0,0.0,90.69,90.0,-0.69,0
1501808019339,0.0,0.2,0.0,0.0,0.0,60.0,0.22,90.69,90.0,-0.69,0
1501808019342,0.0,0.2,0.0,0.0,0.0,60.0,0.22,90.69,90.0,-0.69,0
1501808019345,0.0,0.2,0.0,0.0,0.0,60.0,0.22,90.69,90.0,-0.69,0
1501808019347,0.0,0.2,0.0,0.0,0.0,60.0,0.22,90.69,90.0,-0.69,0
1501808019350,0.0,0.4,0.0,0.0,0.0,60.0,0.45,90.69,90.0,-0.69,0
1501808019353,0.0,0.4,0.0,0.0,0.0,60.0,0.45,90.69,90.0,-0.69,0
1501808019356,0.0,0.4,0.0,0.0,0.0,60.0,0.45,90.69,90.0,-0.69,0
1501808019366,0.0,0.4,0.0,0.0,0.0,60.0,0.45,90.69,90.0,-0.69,0
1501808019378,0.0,0.4,0.0,0.0,0.0,60.0,0.45,90.69,90.0,-0.69,0
1501808019389,0.0,0.4,0.0,0.0,0.0,60.0,0.45,90.69,90.0,-0.69,0
1501808019399,0.0,0.4,0.0,0.0,0.0,60.0,0.45,90.69,90.0,-0.69,0
1501808019402,0.0,0.4,0.0,0.0,0.0,60.0,0.45,90.69,90.0,-0.69,0
1501808019405,0.0,0.4,0.0,0.0,0.0,60.0,0.45,90.69,90.0,-0.69,0
1501808019408,0.0,0.4,0.0,0.0,0.0,60.0,0.45,90.69,90.0,-0.69,0
1501808019411,0.0,0.7,0.0,0.0,0.0,60.0,0.67,90.69,90.0,-0.69,0
1501808019416,0.0,0.7,0.0,0.0,0.0,60.0,0.67,90.69,90.0,-0.69,0
1501808019418,0.0,0.7,0.0,0.0,0.0,60.0,0.67,90.69,90.0,-0.69,0
1501808019421,0.0,0.7,0.0,0.0,0.0,60.0,0.67,90.69,90.0,-0.69,0
1501808019423,0.0,0.7,0.0,0.0,0.0,60.0,0.67,90.69,90.0,-0.69,0
1501808019426,0.0,0.7,0.0,0.0,0.0,60.0,0.67,90.69,90.0,-0.69,0
1501808019429,0.0,0.7,0.0,0.0,0.0,60.0,0.67,90.69,90.0,-0.69,0
1501808019432,0.0,0.9,0.0,0.0,0.0,60.0,0.9,90.69,90.0,-0.69,0
1501808019435,0.0,0.9,0.0,0.0,0.0,60.0,0.9,90.69,90.0,-0.69,0
1501808019438,0.0,0.9,0.0,0.0,0.0,60.0,0.9,90.69,90.0,-0.69,0
